Rank,Name,Platform,Year,Genre
9584,Dynasty Warriors 5 Empires,28,2006.0,0
9585,High Rollers Casino,29,2004.0,3
9586,Advent Rising,29,2005.0,0
9587,Surf Riders,15,1999.0,10
9588,Torino 2006,16,2006.0,10
9589,Nobunaga no Yabou: Ranseiki,16,2002.0,11
9590,Derby Stallion Advance,6,2002.0,10
9591,PBR: Out of the Chute,26,2008.0,10
9592,Monopoly Party,7,2002.0,3
9593,LEGO Batman 2: DC Super Heroes,27,2013.0,0
9594,Thor: God of Thunder,4,2011.0,0
9595,TOCA Race Driver 2: Ultimate Racing Simulator,29,2004.0,6
9596,The Price is Right: Decades,26,2011.0,3
9597,Snood,6,2001.0,5
9598,The Sky Crawlers: Innocent Aces,26,2008.0,9
9599,Avatar: The Last Airbender - Into the Inferno,4,2008.0,1
9600,Fit in Six,17,2011.0,10
9601,Monster Jam: Urban Assault,16,2008.0,6
9602,Ice Age: Dawn of the Dinosaurs,28,2009.0,0
9603,DT Racer,16,2005.0,6
9604,SimAnimals Africa,26,2009.0,9
9605,Deepak Chopra's Leela,28,2011.0,3
9606,Twister Mania,28,2011.0,3
9607,World Cup Golf: Professional Edition,15,1995.0,10
9608,Black Dawn,15,1996.0,9
9609,Soccer Tsuku: Pro Soccer Club o Tsukurou!,17,2013.0,10
9610,428: Fuusa Sareta Shibuya de,26,2008.0,1
9611,Kelly Slater's Pro Surfer,6,2002.0,10
9612,Warriors of Might and Magic,15,2001.0,1
9613,Drome Racers,16,2002.0,6
9614,X-Men: Next Dimension,7,2002.0,2
9615,Impossible Mission,4,2007.0,4
9616,NCIS,17,2011.0,1
9617,Cabela's Dangerous Hunts 2011,4,2010.0,10
9618,Garfield's Fun Fest,4,2008.0,4
9619,7th Dragon 2020-II,19,2013.0,7
9620,Doukyuusei 2,21,1997.0,7
9621,SkullMonkeys,15,1998.0,4
9622,Cloudy With a Chance of Meatballs,26,2009.0,4
9623,Burnout,29,2002.0,6
9624,Zenses: Ocean,4,2008.0,5
9625,Ben 10 Galactic Racing,26,2011.0,6
9626,Teenage Mutant Ninja Turtles: Arcade Attack,4,2009.0,0
9627,Baroque,16,2007.0,7
9628,Left Brain Right Brain 2,4,2008.0,3
9629,Dynasty Warriors: Gundam Reborn,20,2013.0,0
9630,Kidz Sports: Crazy Golf,26,2008.0,10
9631,Little Battlers eXperience: Wars,2,2013.0,11
9632,Victorious: Time to Shine,28,2011.0,0
9633,NBA Ballers: Phenom,29,2006.0,10
9634,Aikatsu! 365 Idol Days,2,2014.0,1
9635,Petz Puppyz & Kittenz,4,2011.0,3
9636,Crash Tag Team Racing,29,2005.0,6
9637,Freedom Fighters,7,2003.0,8
9638,The Stronghold Collection,13,2009.0,11
9639,Operation Abyss: New Tokyo Legacy,20,2014.0,7
9640,Transformer: Rise of the Dark Spark,17,2014.0,0
9641,Mega Man X Collection,7,2006.0,3
9642,Detana TwinBee Yahho! Deluxe Pack,21,1995.0,8
9643,Dragon Ball: Origins,4,2008.0,0
9644,Last Ranker,19,2010.0,7
9645,Quantum Redshift,29,2002.0,6
9646,Smash Court Tennis Pro Tournament 2,16,2004.0,10
9647,Eat Lead: The Return of Matt Hazard,28,2009.0,8
9648,Battleborn,30,2016.0,8
9649,Legends of Wrestling II,29,2002.0,2
9650,Power Pro Kun Pocket 13,4,2010.0,10
9651,Armed and Dangerous,29,2003.0,8
9652,Jurassic: The Hunted,28,2009.0,8
9653,Adventures to Go!,19,2008.0,7
9654,Conduit 2,26,2011.0,8
9655,Supremacy MMA,17,2011.0,2
9656,World Soccer Winning Eleven 2002,15,2002.0,10
9657,Geometry Wars: Galaxies,26,2007.0,8
9658,Actua Tennis,15,1997.0,10
9659,Horse Life,4,2007.0,9
9660,Monster Truck Madness,6,2003.0,6
9661,Sonic Jam,21,1997.0,4
9662,Puella Magi Madoka Magica Portable,19,2012.0,7
9663,Ninja Reflex,26,2008.0,0
9664,Peter Jacobsen's Golden Tee Golf,15,2000.0,10
9665,Calling,26,2009.0,1
9666,Marvel Avengers: Battle for Earth,27,2012.0,0
9667,Disney's Atlantis: The Lost Empire,6,2001.0,4
9668,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,21,1998.0,10
9669,Charm Girls Club: My Fashion Mall,4,,9
9670,Where the Wild Things Are,26,2009.0,4
9671,High Velocity: Mountain Racing Challenge,21,1995.0,6
9672,NHL 2K7,17,2006.0,10
9673,Resident Evil,17,2006.0,0
9674,Capcom vs. SNK 2: Millionaire Fighting 2001,3,2001.0,2
9675,Criticom,15,1996.0,2
9676,SCORE International Baja 1000: The Official Game,28,2008.0,6
9677,Disney Sing It: Party Hits,17,2010.0,3
9678,Sleeping Dogs,13,2012.0,0
9679,Mega Man X: Command Mission,7,2004.0,7
9680,Diner Dash: Sizzle & Serve,19,2007.0,5
9681,After Hours Athletes,17,2011.0,10
9682,Lego Star Wars: The Force Awakens,17,2016.0,0
9683,Worms 3D,16,2003.0,11
9684,Clock Tower: The First Fear,15,1997.0,1
9685,Kidou Senshi Gundam Seed Battle Destiny,20,2012.0,0
9686,Godzilla Unleashed: Double Smash,4,2007.0,0
9687,Star Trek: Conquest,26,2007.0,11
9688,"Kilari: Na-san, Mon Meilleur Ami",4,2006.0,9
9689,Strikers 1945,15,1998.0,8
9690,Ochaken no Heya DS,4,2006.0,9
9691,Obscure: The Aftermath,26,2008.0,0
9692,Galidor: Defenders of the Outer Dimension,6,2002.0,0
9693,Tom Clancy's Splinter Cell Trilogy,17,2011.0,0
9694,WRC: FIA World Rally Championship,28,,6
9695,Fire ProWrestling S: 6Men Scramble,21,1996.0,2
9696,Blackwater,28,2011.0,8
9697,Pryzm Chapter One: The Dark Unicorn,16,2002.0,1
9698,Gundam Battle Royale,19,2006.0,0
9699,Solitaire & Mahjong,26,2009.0,5
9700,Zen-Nippon Pro Wrestling: Ouja no Kon,15,1999.0,2
9701,NASCAR 2005: Chase for the Cup,7,2004.0,6
9702,Homefront: The Revolution,30,2016.0,8
9703,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",16,2008.0,3
9704,Guilty Gear X,16,2001.0,2
9705,Deadliest Catch: Sea of Chaos,26,2010.0,10
9706,One Piece: Pirate Warriors 2,20,2013.0,0
9707,NHL 2002,6,2002.0,10
9708,Disney's PK: Out of the Shadows,16,2002.0,4
9709,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,4,2010.0,7
9710,Karaoke Revolution,28,2009.0,3
9711,Echo Night,15,1998.0,1
9712,Are You Smarter than a 5th Grader? Game Time,28,2009.0,5
9713,Rocket League,30,2016.0,10
9714,Wild ARMs 5 (jp sales),16,2006.0,7
9715,Tom Clancy's Splinter Cell: Blacklist,27,2013.0,0
9716,Gladiator Begins,19,2010.0,0
9717,Colony Wars III: Red Sun,15,2000.0,9
9718,Magic: The Gathering - Battlemage,15,1997.0,11
9719,The King of Fighters '94,12,1994.0,2
9720,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,4,2008.0,1
9721,Puzzle Quest 2,4,2010.0,5
9722,All Kamen Rider: Rider Generation,4,2011.0,0
9723,The King of Fighters '98 Ultimate Match,16,2008.0,2
9724,Onechanbara: Bikini Zombie Slayers,26,2008.0,0
9725,Puzzle Quest: Challenge of the Warlords,16,2007.0,5
9726,Angry Birds Star Wars,20,2013.0,11
9727,Guardian's Crusade,15,1998.0,7
9728,Undead Knights,19,2009.0,0
9729,Final Fantasy XIV: Heavensward,18,2015.0,0
9730,Lemony Snicket's A Series of Unfortunate Events,29,2004.0,4
9731,MotoGP 3 - Official Game of MotoGP,16,2003.0,6
9732,Makai Kingdom: Chronicles of the Sacred Tome,16,2005.0,7
9733,The Ant Bully,7,2006.0,4
9734,M&M's Kart Racing,4,2008.0,6
9735,Bomberman Party Edition,15,1998.0,5
9736,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2,2014.0,3
9737,Dragon Ball Z: Battle of Z,20,2014.0,2
9738,Eyeshield 21: Max Devil Power,4,2006.0,7
9739,Summon Night 3,19,2012.0,7
9740,O.D.T.: Escape... Or Die Trying,15,1997.0,1
9741,Madden NFL 06,4,2005.0,10
9742,Escape The Museum,26,2009.0,1
9743,Fuse (Insomniac),17,2013.0,8
9744,Record of Agarest War Zero,17,,11
9745,Lunar: Dragon Song,4,2005.0,7
9746,Break 'Em All,4,2005.0,5
9747,WWE SmackDown vs Raw 2008,4,2007.0,2
9748,MotoGP 14,17,2014.0,6
9749,Cars 2,19,2011.0,6
9750,Major League Baseball 2K8 Fantasy All-Stars,4,2008.0,10
9751,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,19,,11
9752,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,19,2007.0,8
9753,San Goku Shi V,21,1996.0,11
9754,Puzzle Kingdoms,26,2009.0,5
9755,The Lord of the Rings: Aragorn's Quest,4,2010.0,0
9756,WRC 5: FIA World Rally Championship,17,2015.0,10
9757,Red Faction II,29,2003.0,8
9758,Daikaijyuu Monogatari II,23,1996.0,7
9759,Rock Band Track Pack Volume 2,16,2008.0,3
9760,Voodoo Vince,29,2003.0,4
9761,Bodycount,17,2011.0,8
9762,Gundam Memories: Tatakai no Kioku,19,2011.0,0
9763,Megamind: Ultimate Showdown,28,2010.0,0
9764,Kaijuu Busters,4,2009.0,0
9765,Neopets Petpet Adventures: The Wand of Wishing,19,2006.0,1
9766,Ferrari Challenge Trofeo Pirelli,16,2008.0,6
9767,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,21,1995.0,3
9768,Chase: Hollywood Stunt Driver,29,2002.0,6
9769,The X Files: Resist or Serve,16,2004.0,1
9770,Mobile Suit Gundam Side Story: Missing Link,17,2014.0,0
9771,Saru! Get You! Million Monkeys,16,,4
9772,Curious George,16,2006.0,0
9773,Crush3D,2,2012.0,4
9774,Zathura,16,2005.0,1
9775,Lovely Lisa,4,2007.0,9
9776,Medarot DS: Kabuto / Kuwagata Ver.,4,2010.0,7
9777,Mountain Sports,26,2009.0,10
9778,Tenchu: Shadow Assassins,19,2009.0,0
9779,NPPL: Championship Paintball 2009,28,2008.0,8
9780,Lost Planet 3,28,2013.0,8
9781,Making History: The Great War,19,2010.0,11
9782,Shin Megami Tensei: Devil Survivor 2,2,2015.0,7
9783,The God of War Trilogy,17,2010.0,0
9784,Dance Paradise,28,2010.0,3
9785,Backyard Baseball '10,4,2009.0,10
9786,Blazblue: Continuum Shift Extend,20,2011.0,2
9787,Cel Damage,29,2001.0,6
9788,Go! Sudoku,19,2005.0,5
9789,Alice: Madness Returns,13,2011.0,1
9790,SSX 3,6,2003.0,10
9791,My Chinese Coach,4,2008.0,3
9792,DiRT 2,4,2009.0,6
9793,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,4,2007.0,3
9794,The King of Fighters Collection: The Orochi Saga,26,2008.0,2
9795,Atelier Annie: Alchemists of Sera Island,4,2009.0,7
9796,Breakdown,29,2004.0,1
9797,Rush,19,2006.0,6
9798,Ecco the Dolphin,8,1992.0,1
9799,The Legend of Heroes: Trails of Cold Steel II,17,2014.0,7
9800,Looney Tunes: Sheep Raider,15,2001.0,4
9801,Yard Sale Hidden Treasures: Sunnyville,4,2010.0,5
9802,Harvest Moon 2 GBC,5,1999.0,9
9803,Killer is Dead,28,2013.0,0
9804,Lost in Shadow,26,2010.0,4
9805,Cory in the House,4,2007.0,0
9806,X2: Wolverine's Revenge,7,2003.0,4
9807,McDROID,26,2011.0,11
9808,Gallop Racer 2000,15,2000.0,10
9809,Showdown: Legends of Wrestling,29,2004.0,2
9810,Macross Triangle Frontier,19,2011.0,0
9811,Chessmaster: The Art of Learning,19,2008.0,3
9812,Petz Fantasy: Moonlight Magic,4,2010.0,9
9813,Gundam Breaker 3,20,2016.0,0
9814,My Farm Around the World,4,2008.0,9
9815,Fat Princess: Fistful of Cake,19,2010.0,0
9816,Zubo,4,2008.0,3
9817,Street Hoops,7,,10
9818,NFL QB Club 2001,10,2000.0,10
9819,Earthworm Jim 3D,10,1999.0,4
9820,Rocket: Robot on Wheels,10,1999.0,4
9821,Densha De Go! 64,10,1999.0,9
9822,Godzilla: Destroy All Monsters Melee,29,,2
9823,The Daring Game for Girls,4,,1
9824,Conception II: Children of the Seven Stars,2,2013.0,7
9825,Animal Genius,4,2007.0,5
9826,Sega Soccer Slam,16,2002.0,10
9827,Zenses: Rainforest,4,2008.0,5
9828,Dora the Explorer: Dora Saves the Mermaids,16,2008.0,4
9829,Grand Theft Auto: San Andreas,28,2008.0,0
9830,Phantasy Star Universe,28,2006.0,7
9831,Skate City Heroes,26,2008.0,10
9832,NASCAR Unleashed,28,2011.0,6
9833,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,6,2005.0,6
9834,College Hoops 2K6,28,2006.0,10
9835,Mytran Wars,19,2009.0,11
9836,MX vs. ATV Untamed,4,2007.0,6
9837,Prince of Persia: Rival Swords,19,2007.0,0
9838,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,19,2011.0,2
9839,Gungnir: Mayari no Gunshin to Eiyuu Sensou,19,2011.0,7
9840,Dodge Racing: Charger vs Challenger,26,2009.0,6
9841,Fate/Extra CCC,19,2013.0,0
9842,Rocksmith,13,,3
9843,MTV Sports: Pure Ride,15,2000.0,10
9844,Sonic Adventure 2,3,2001.0,4
9845,Burning Road,15,1996.0,6
9846,Slayers,23,1994.0,7
9847,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,4,2010.0,11
9848,IndyCar Series,16,2003.0,6
9849,Space Chimps,16,2008.0,4
9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,6,2005.0,3
9851,Famicom Mini: TwinBee,6,2004.0,8
9852,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,4,2005.0,3
9853,Gladiator: Sword of Vengeance,16,2003.0,0
9854,nail'd,17,2010.0,6
9855,PixelJunk Monsters Deluxe,19,2010.0,11
9856,Tom Clancy's EndWar,19,2008.0,11
9857,Ultimate Card Games,6,2003.0,3
9858,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,16,2001.0,10
9859,Rubik's World,4,2008.0,5
9860,Lost Magic,4,2006.0,7
9861,Wallace & Gromit: Curse of the Were-Rabbit,16,2005.0,1
9862,DreamWorks Super Star Kartz,2,2011.0,6
9863,Minute to Win It,4,2010.0,3
9864,The Bible Game,6,2005.0,3
9865,NFL Head Coach,29,2006.0,10
9866,Pinball Hall of Fame: The Williams Collection,28,2009.0,3
9867,Medarot 4: Kabuto / Kuwagata Version,5,2001.0,7
9868,Backyard Sports Football: Rookie Rush,28,2010.0,10
9869,Sacred 3,17,2014.0,7
9870,Major League Baseball 2K6,19,,10
9871,Vacation Isle: Beach Party,26,2010.0,3
9872,Fit in Six,26,2011.0,10
9873,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,19,2010.0,8
9874,"Ed, Edd n Eddy: The Mis-Edventures",6,2005.0,4
9875,Onimusha: Blade Warriors,16,2003.0,2
9876,Tecmo Bowl: Kickoff,4,2008.0,10
9877,Disney's Extreme Skate Adventure,7,2003.0,10
9878,Akuji the Heartless,15,1998.0,4
9879,NBA 2K2,7,2002.0,10
9880,7 Days to Die,18,2016.0,0
9881,Monster Jam: Path of Destruction,28,2010.0,6
9882,Everybody Dance,17,2011.0,3
9883,Psychonauts,29,2005.0,4
9884,Power Gig: Rise of the SixString,28,2010.0,3
9885,Deus Ex: Human Revolution,27,2013.0,8
9886,Jeremy McGrath Supercross World,7,2002.0,6
9887,Uta no * Prince-Sama: All Star,19,2013.0,0
9888,HardBall 5,15,1996.0,10
9889,Airborne Troops: Countdown to D-Day,16,2005.0,8
9890,MLB Inside Pitch 2003,29,2003.0,10
9891,ArmA III,13,2013.0,8
9892,The Walking Dead: Season Two,28,2014.0,1
9893,Marvel Trading Card Game,4,2007.0,3
9894,One Piece: Super Grand Battle! X,2,2014.0,2
9895,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,4,2011.0,0
9896,Self-Defense Training Camp,28,2011.0,10
9897,Battles of Prince of Persia,4,2005.0,11
9898,Deca Sports Extreme,2,2011.0,10
9899,Cruis'n,26,2007.0,6
9900,Hatsune Miku: Project Diva X,20,2016.0,3
9901,Battle Arena Toshinden Remix,21,1994.0,2
9902,Assassin's Creed Chronicles,20,2016.0,0
9903,Legends of Wrestling II,7,2002.0,2
9904,Tropico 5,13,2014.0,9
9905,A.C.E.: Another Century's Episode Portable,19,2011.0,9
9906,Dragon Quest Builders: Revive Alefgard,17,2016.0,7
9907,Rodea the Sky Soldier,27,2015.0,0
9908,Peggle: Dual Shot,4,2009.0,5
9909,Jikkyou Powerful Pro Yakyuu 9,7,2002.0,10
9910,Sniper Elite,26,2010.0,8
9911,Etrian Odyssey V,2,2016.0,7
9912,Jikkyou Powerful Pro Yakyuu 2014,20,2014.0,10
9913,Barbie as The Island Princess,16,2007.0,1
9914,Crime Killer,15,1998.0,6
9915,NPPL: Championship Paintball 2009,26,2008.0,8
9916,Backyard Wrestling 2: There Goes the Neighborhood,29,2004.0,2
9917,Dementium II,4,2010.0,8
9918,Don Bradman Cricket 14,18,2015.0,10
9919,USA Today Crossword Challenge,4,2008.0,5
9920,MegaTagmension Blanc + Neptune VS Zombies,20,2015.0,0
9921,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,23,1994.0,2
9922,SD Gundam G Generation-F.I.F,15,2001.0,11
9923,Jaws: Ultimate Predator,2,2011.0,0
9924,Yakuza Kiwami,17,2016.0,1
9925,Raiden IV,28,2008.0,8
9926,Deception IV: Blood Ties,17,2014.0,0
9927,The Walking Dead: Survival Instinct,27,2013.0,8
9928,Rock Band: Metal Track Pack,17,2009.0,3
9929,Charm Girls Club: My Perfect Prom,4,2009.0,9
9930,DreamWorks Super Star Kartz,17,2011.0,6
9931,Harukanaru Augusta 2: Masters,23,1993.0,10
9932,Castlevania: Curse of Darkness,29,2005.0,0
9933,Spider-Man: Edge of Time,2,2011.0,0
9934,Mobil 1 Rally Championship,15,2000.0,6
9935,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,16,2002.0,2
9936,Turok: Evolution,6,2002.0,8
9937,The Clique: Diss and Make Up,4,2009.0,1
9938,Love Live! School Idol Paradise,20,2014.0,3
9939,Rugrats: Totally Angelica,15,2001.0,1
9940,Nightshade,16,2003.0,0
9941,NFL Tour,17,2008.0,10
9942,Ridge Racer Unbounded,28,2012.0,6
9943,CSI: Crime Scene Investigation,29,2004.0,1
9944,The Lord of the Rings: Aragorn's Quest,19,2010.0,0
9945,Yogi Bear: The Video Game,26,2010.0,0
9946,Makai Shin Trillion,20,2014.0,7
9947,Buffy the Vampire Slayer: Chaos Bleeds,29,2003.0,0
9948,Lost Horizon,13,2010.0,1
9949,Hanagumi Taisen Columns,21,1997.0,5
9950,Tales of Destiny 2,19,2007.0,7
9951,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,7,2005.0,0
9952,Power Pro Kun Pocket 14,4,2011.0,10
9953,Get Up and Dance,26,2011.0,3
9954,Merv Griffin's Crosswords,26,2008.0,5
9955,Rango: The Video Game,4,2011.0,0
9956,Planet 51,17,2009.0,0
9957,Ultimate Puzzle Games: Sudoku Edition,4,2007.0,5
9958,Tokyo Twilight Ghost Hunters,20,2014.0,7
9959,Deadpool,30,2015.0,0
9960,UN Squadron,23,1991.0,8
9961,Tecmo Super Bowl,15,1996.0,10
9962,TMNT,19,2007.0,0
9963,Dora the Explorer: Journey to the Purple Planet,7,2005.0,1
9964,Lunar 2: Eternal Blue,21,1998.0,7
9965,NHL Powerplay '96,15,1996.0,10
9966,Thousand Arms,15,1998.0,7
9967,de Blob 2,4,2011.0,4
9968,Arctic Thunder,29,2001.0,6
9969,Hyperdimension Neptunia Re;Birth 3,20,2014.0,0
9970,Barnyard,7,2006.0,0
9971,Stolen Song,15,1998.0,1
9972,Darkspore,13,2011.0,7
9973,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,28,2013.0,3
9974,Armored Core: Verdict Day,17,2013.0,9
9975,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,4,2008.0,0
9976,Harvey Birdman: Attorney at Law,16,2008.0,1
9977,Wipeout 2,17,2011.0,3
9978,Dawn of Discovery,4,2009.0,9
9979,DEATH NOTE: Kira Game,4,2007.0,1
9980,Sengoku Cyber: Fujimaru Jigokuhen,15,1995.0,11
9981,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,16,2007.0,3
9982,ASH: Archaic Sealed Heat,4,2007.0,7
9983,Happy Feet Two,4,,0
9984,Brunswick Pro Bowling,2,2011.0,10
9985,Fantastic Four: Rise of the Silver Surfer,28,2007.0,0
9986,Dorabase 2: Nettou Ultra Stadium,4,2009.0,10
9987,Center Ring Boxing,21,1994.0,2
9988,NHL 2K3,29,2002.0,10
9989,Puzzler World 2,4,2010.0,5
9990,Die Hard: Vendetta,7,2002.0,8
9991,Sword Art Online: Hollow Fragment,18,2015.0,7
9992,F1 2002,16,2002.0,6
9993,Hasbro Family Game Night Fun Pack,26,2011.0,3
9994,FIFA Soccer,19,2005.0,10
9995,Dead Island Definitive Collection,18,2016.0,0
9996,Sphinx and the Cursed Mummy,29,2003.0,0
9997,Army Men: Soldiers of Misfortune,4,2008.0,8
9998,GT Advance 2: Rally Racing,6,2001.0,6
9999,Mystery P.I. - Portrait of a Thief,4,2008.0,1
10000,Yakuza,17,2012.0,0
10001,DOA 2: Dead or Alive 2 Hardcore,16,2000.0,2
10002,A Witch's Tale,4,2009.0,7
10003,Hollywood Squares,26,2010.0,3
10004,Cabela's Deer Hunt 2005 Season,29,2004.0,10
10005,SplashDown,29,2002.0,6
10006,Nobunaga no Yabou: Tenshoki,21,1995.0,11
10007,Stronghold,13,2001.0,11
10008,Warhammer: Battle March,28,2008.0,11
10009,F1 Racing Championship,15,2000.0,6
10010,Dead Man's Hand,29,2004.0,8
10011,Smash Cars,16,2003.0,6
10012,NASCAR 07,16,2006.0,6
10013,Karaoke Revolution Presents American Idol Encore 2,17,2008.0,3
10014,Nickelodeon Dance,28,2011.0,3
10015,Pac 'n Roll,4,2005.0,4
10016,Cabela's North American Adventures,17,2010.0,10
10017,Mechanic Master,4,2008.0,5
10018,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,16,2005.0,10
10019,Melty Blood: Act Cadenza,16,2006.0,2
10020,Dokapon Kingdom,16,2007.0,7
10021,ToeJam & Earl III: Mission to Earth,29,2002.0,0
10022,Phantasy Star Collection,6,2002.0,7
10023,Doukoku Shoshite...,21,1998.0,1
10024,LEGO Knights' Kingdom,6,2004.0,0
10025,Final Fantasy III,19,2012.0,7
10026,Family Game Night 4: The Game Show,17,2011.0,3
10027,Retro Game Challenge,4,2007.0,0
10028,NBA Jam 2002,6,2002.0,10
10029,Every Extend Extra,19,2006.0,8
10030,Shining Force NEO,16,2005.0,7
10031,Tony Hawk's Pro Skater 5,30,2015.0,10
10032,Brain Quest: Grades 5 & 6,4,2008.0,3
10033,SingStar Latino,17,2009.0,3
10034,Girl Time,4,2009.0,9
10035,Army Men: Sarge's War,29,2004.0,8
10036,Ultimate Mortal Kombat,4,2007.0,2
10037,Pocket Soccer League: Calciobit,2,2012.0,10
10038,Primal Rage,15,1994.0,2
10039,FIFA Street 2,7,2006.0,10
10040,DiRT Rally,30,2016.0,6
10041,Heart Catch PreCure! Oshare Collection,4,2010.0,0
10042,UEFA Euro 2016,17,2016.0,10
10043,Taito Legends,16,2005.0,3
10044,Tom Clancy's Rainbow Six: Rogue Spear,6,2002.0,8
10045,BoomBots,15,1999.0,2
10046,Monster Madness: Battle for Suburbia,28,2007.0,8
10047,Star Trek: Conquest,16,,11
10048,FIFA Soccer 06,19,2005.0,10
10049,Life is Strange,30,2016.0,1
10050,NFL Head Coach 09,28,2008.0,10
10051,World Championship Rugby,16,2004.0,10
10052,Phantom Dust,29,2004.0,0
10053,Shinseiki Evangelion: Koutetsu no Girlfriend,15,1998.0,1
10054,Shin Sangoku Musou: Multi Raid 2,19,2010.0,0
10055,Taiko Drum Master: Tokumori!,27,2014.0,3
10056,Growlanser Generations,16,2003.0,7
10057,Mega Man Battle Chip Challenge,6,2003.0,3
10058,Desktop Tower Defense,4,2009.0,11
10059,Puyo Puyo Tetris,2,2014.0,5
10060,Pro Evolution Soccer 2014,13,2013.0,0
10061,"Sakura Wars: So Long, My Love",26,2010.0,7
10062,The Settlers,4,2007.0,0
10063,Grease,4,2010.0,3
10064,My SAT Coach with The Princeton Review,4,2008.0,3
10065,Family Fun Football,26,2009.0,10
10066,Ring of Red,16,2000.0,11
10067,Cold Winter,16,2005.0,8
10068,International Track & Field 2000,15,1999.0,10
10069,The Hardy Boys: Treasure on the Tracks,4,2009.0,1
10070,PDC World Championship Darts: Pro Tour,17,2010.0,10
10071,Stubbs the Zombie in Rebel Without a Pulse,29,2005.0,0
10072,Batman: Dark Tomorrow,29,2003.0,0
10073,Ping Pals,4,2004.0,3
10074,Fatal Frame: Maiden of Black Water,27,2014.0,0
10075,MySims SkyHeroes,17,2010.0,0
10076,Blood Drive,28,2010.0,6
10077,18 Wheeler: American Pro Trucker,7,2002.0,6
10078,Jake Hunter Detective Story: Memories of the Past,4,2007.0,1
10079,Start the Party! Save the World,17,2011.0,3
10080,The King of Fighters XII,28,2009.0,2
10081,Digimon World DS,4,2006.0,7
10082,Naruto Ultimate Collection,16,2008.0,3
10083,The King of Fighters '99,15,2000.0,2
10084,Mass Destruction,15,1997.0,8
10085,Bodycount,28,2011.0,8
10086,Batman: Rise of Sin Tzu,29,2003.0,0
10087,Shinseiki Evangelion: Koutetsu no Girlfriend,21,1998.0,1
10088,Skylanders: SuperChargers,2,2015.0,0
10089,Super Swing Golf Season 2,26,2007.0,10
10090,Queen's Blade: Spiral Chaos,19,2009.0,7
10091,Jikkyou Powerful Pro Yakyuu '95,15,1994.0,10
10092,Spy vs Spy,29,2005.0,0
10093,Coraline,16,2009.0,0
10094,The Price is Right: Decades,28,2011.0,3
10095,Sega Touring Car Championship,21,1996.0,6
10096,GoldenEye: Rogue Agent,4,2005.0,8
10097,JASF: Jane's Advanced Strike Fighters,17,2011.0,9
10098,Cake Mania,4,2007.0,5
10099,Cold Fear,16,2005.0,0
10100,Akiba's Trip: Undead & Undressed,18,2014.0,0
10101,Zangeki no Reginleiv,26,2010.0,0
10102,Stronghold Kingdoms,13,2011.0,11
10103,Fabulous Finds,4,2009.0,5
10104,Vacation Sports,26,2009.0,10
10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,16,2006.0,3
10106,PDC World Championship Darts: Pro Tour,26,2010.0,10
10107,Pimp My Ride,26,2008.0,6
10108,Surf's Up,19,2007.0,10
10109,Invizimals: The Lost Tribes,19,2011.0,0
10110,Let's Play Garden,4,2010.0,9
10111,NHL Hitz 20-03,29,2002.0,10
10112,Murakumo: Renegade Mech Pursuit,29,2002.0,8
10113,Heavy Fire: Afghanistan,26,2011.0,8
10114,Samurai Warriors 4-II,18,2015.0,0
10115,Open Season,28,2006.0,4
10116,WireWay,4,2009.0,1
10117,Gun Metal,29,2002.0,8
10118,Just In Time Translations,4,2009.0,3
10119,John Daly's ProStroke Golf,17,2010.0,10
10120,Pro Yaky? Spirits 5,17,2008.0,10
10121,Samurai Warriors 4-II,17,2015.0,0
10122,BloodRayne,7,2002.0,8
10123,The Hardy Boys: The Hidden Theft,26,2009.0,1
